VoterId,ElectionDate,ElectionDescription,VotingMethod
848417,11/07/2006,11/07/2006 - STATE GENERAL,P
848417,11/04/2008,11/04/2008 - STATE GENERAL,P
848417,11/02/2010,11/02/2010 - STATE GENERAL,P
848417,11/06/2012,11/06/2012 - STATE GENERAL,P
848417,11/08/2016,11/08/2016 - STATE GENERAL,P
848417,11/06/2018,11/06/2018 - STATE GENERAL,A
848417,08/11/2020,08/11/2020 - STATE PRIMARY,P
848417,11/03/2020,11/03/2020 - STATE GENERAL,P
848435,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
848435,11/07/2000,STATE GENERAL,P
848435,11/05/1996,STATE GENERAL,P
848435,11/08/1994,STATE GENERAL,P
848435,11/02/2004,11/02/2004 - STATE GENERAL,P
848435,11/07/2006,11/07/2006 - STATE GENERAL,P
848435,11/04/2008,11/04/2008 - STATE GENERAL,P
848435,11/06/2012,11/06/2012 - STATE GENERAL,P
848435,11/08/2016,11/08/2016 - STATE GENERAL,P
848435,11/07/2017,11/07/2017 - SD SPEC ELECT ISD 256 - RED WING,P
848435,03/13/2018,03/13/2018 - TOWNSHIP ELECTION,P
848435,11/06/2018,11/06/2018 - STATE GENERAL,P
848435,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
848435,08/11/2020,08/11/2020 - STATE PRIMARY,P
848435,11/03/2020,11/03/2020 - STATE GENERAL,P
848435,08/09/2022,08/09/2022 - STATE PRIMARY,P
848435,11/08/2022,11/08/2022 - STATE GENERAL,P
848453,08/11/2020,08/11/2020 - STATE PRIMARY,A
848453,11/06/2018,11/06/2018 - STATE GENERAL,A
848453,08/14/2018,08/14/2018 - STATE PRIMARY,P
848453,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
848453,11/06/2012,11/06/2012 - STATE GENERAL,P
848453,11/06/2007,11/06/2007 - SD SPEC ELECT ISD 252 - CANNON FALLS,P
848453,11/08/2016,11/08/2016 - STATE GENERAL,A
848453,09/13/1994,STATE PRIMARY ELECTION,P
848453,11/08/1994,STATE GENERAL,P
848453,11/07/2000,STATE GENERAL,P
848453,11/03/1998,STATE GENERAL,P
848453,11/05/1996,STATE GENERAL,P
848453,11/04/2014,11/04/2014 - STATE GENERAL,P
848453,11/02/2010,11/02/2010 - STATE GENERAL,P
848453,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
848453,11/07/2006,11/07/2006 - STATE GENERAL,P
848453,11/02/2004,11/02/2004 - STATE GENERAL,P
848453,11/04/2008,11/04/2008 - STATE GENERAL,P
848453,08/09/2022,08/09/2022 - STATE PRIMARY,P
848453,11/03/2020,11/03/2020 - STATE GENERAL,A
848453,11/08/2022,11/08/2022 - STATE GENERAL,A
849538,11/02/2004,11/02/2004 - STATE GENERAL,P
849538,11/07/2000,STATE GENERAL,P
849538,11/03/1998,STATE GENERAL,P
849538,11/05/1996,STATE GENERAL,P
849538,11/08/1994,STATE GENERAL,P
849538,11/04/2008,11/04/2008 - STATE GENERAL,P
849538,11/02/2010,11/02/2010 - STATE GENERAL,P
849538,11/04/2014,11/04/2014 - STATE GENERAL,P
849538,11/08/2016,11/08/2016 - STATE GENERAL,P
849538,11/06/2018,11/06/2018 - STATE GENERAL,P
849538,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
849538,11/03/2020,11/03/2020 - STATE GENERAL,P
849538,11/08/2022,11/08/2022 - STATE GENERAL,P
849821,11/03/1998,STATE GENERAL,P
849821,11/07/2000,STATE GENERAL,P
849821,11/05/1996,STATE GENERAL,P
849821,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
849821,11/08/2016,11/08/2016 - STATE GENERAL,P
849821,11/06/2018,11/06/2018 - STATE GENERAL,P
849821,11/03/2020,11/03/2020 - STATE GENERAL,P
849821,11/08/2022,11/08/2022 - STATE GENERAL,P
850008,11/06/2001,SCHOOL DISTRICT/MUNICIPAL ELECTION,P
850008,11/07/2000,STATE GENERAL,P
850008,11/03/1998,STATE GENERAL,P
850008,11/05/1996,STATE GENERAL,P
850008,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
850008,11/02/2004,11/02/2004 - STATE GENERAL,P
850008,11/04/2003,11/04/2003 GENERAL ELECTION,P
850008,11/07/2006,11/07/2006 - STATE GENERAL,P
850008,11/04/2008,11/04/2008 - STATE GENERAL,P
850008,11/02/2010,11/02/2010 - STATE GENERAL,P
850008,11/06/2012,11/06/2012 - STATE GENERAL,P
850008,11/04/2014,11/04/2014 - STATE GENERAL,P
850008,11/08/2016,11/08/2016 - STATE GENERAL,P
850008,11/06/2018,11/06/2018 - STATE GENERAL,P
850008,11/03/2020,11/03/2020 - STATE GENERAL,P
850008,11/08/2022,11/08/2022 - STATE GENERAL,P
855195,11/02/2004,11/02/2004 - STATE GENERAL,P
855195,09/12/2000,STATE PRIMARY ELECTION,P
855195,11/07/2000,STATE GENERAL,P
855195,11/03/1998,STATE GENERAL,P
855195,11/03/1998,SCHOOL BOARD ELECTION,P
855195,11/05/1996,STATE GENERAL,P
855195,11/05/1996,SCHOOL BOARD ELECTION,P
855195,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
855195,12/09/2003,12/09/2003 SCHOOL DISTRICT 256 SPECIAL ELECTION,P
855195,12/17/2002,SD 256 SPECIAL ELECTION 12/17/2002,P
855195,11/04/2003,11/04/2003 GENERAL ELECTION,P
855195,09/12/2006,09/12/2006 - STATE PRIMARY,P
855195,11/07/2006,11/07/2006 - STATE GENERAL,P
855195,11/04/2008,11/04/2008 - STATE GENERAL,P
855195,08/10/2010,08/10/2010 - STATE PRIMARY,P
855195,11/02/2010,11/02/2010 - STATE GENERAL,P
855195,08/14/2012,08/14/2012 - STATE PRIMARY,P
855195,11/06/2012,11/06/2012 - STATE GENERAL,P
855195,08/12/2014,08/12/2014 - STATE PRIMARY,P
855195,11/04/2014,11/04/2014 - STATE GENERAL,P
855195,05/19/2015,05/19/2015 - SD SPEC ELECT ISD 482 - LITTLE FALLS,P
855195,05/10/2016,05/10/2016 - SD SPEC ELECT ISD 482 - LITTLE FALLS,P
855195,11/08/2016,11/08/2016 - STATE GENERAL,P
855195,08/14/2018,08/14/2018 - STATE PRIMARY,P
855195,11/06/2018,11/06/2018 - STATE GENERAL,P
854245,11/07/1995,SCHOOL BOARD ELECTION,P
854245,11/02/2004,11/02/2004 - STATE GENERAL,P
854245,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
854245,11/07/2006,11/07/2006 - STATE GENERAL,P
854245,11/04/2008,11/04/2008 - STATE GENERAL,P
854245,11/02/2010,11/02/2010 - STATE GENERAL,P
854245,11/06/2012,11/06/2012 - STATE GENERAL,P
854245,11/05/2013,11/05/2013 - SCHOOL DISTRICT GENERAL,P
854245,11/04/2014,11/04/2014 - STATE GENERAL,P
854245,11/03/2015,11/03/2015 - SCHOOL DISTRICT GENERAL,P
854245,05/17/2016,05/17/2016 - SPEC ELECT CITYWIDE ROSEMOUNT,P
854245,11/08/2016,11/08/2016 - STATE GENERAL,P
854245,11/06/2018,11/06/2018 - STATE GENERAL,P
847582,11/03/2020,11/03/2020 - STATE GENERAL,A
847582,02/08/2022,02/08/2022 - SD SPEC ELECT ISD 252 - CANNON FALLS,P
847582,11/08/2022,11/08/2022 - STATE GENERAL,P
847702,09/12/2000,STATE PRIMARY ELECTION,P
847702,11/07/2000,STATE GENERAL,P
847702,11/05/1996,STATE GENERAL,P
847702,11/03/1998,STATE GENERAL,P
847702,11/06/2018,11/06/2018 - STATE GENERAL,P
847702,11/03/2020,11/03/2020 - STATE GENERAL,P
847702,11/08/2022,11/08/2022 - STATE GENERAL,P
850090,11/07/2000,STATE GENERAL,P
850090,11/03/1998,STATE GENERAL,P
850090,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
850090,09/10/1996,STATE PRIMARY ELECTION,P
850090,11/05/1996,STATE GENERAL,P
850090,11/06/2012,11/06/2012 - STATE GENERAL,P
850090,11/02/2010,11/02/2010 - STATE GENERAL,P
850090,11/07/2006,11/07/2006 - STATE GENERAL,P
850090,11/04/2008,11/04/2008 - STATE GENERAL,P
850090,11/02/2004,11/02/2004 - STATE GENERAL,P
850090,11/06/2007,11/06/2007 - SD SPEC ELECT ISD 252 - CANNON FALLS,P
850090,11/05/1996,MUNICIPAL GENERAL,P
850090,11/06/2018,11/06/2018 - STATE GENERAL,A
850090,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,A
850090,08/11/2020,08/11/2020 - STATE PRIMARY,A
850090,11/03/2020,11/03/2020 - STATE GENERAL,A
854409,09/14/2004,09/14/2004 - STATE PRIMARY,P
854409,11/07/2000,STATE GENERAL,P
854409,11/03/1998,STATE GENERAL,P
854409,11/05/1996,STATE GENERAL,P
854409,11/05/1996,SCHOOL BOARD ELECTION,P
854409,11/07/1995,SCHOOL BOARD ELECTION,P
854409,12/31/1995,SPECIAL ELECTION,P
854409,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
854409,11/04/2003,11/04/2003 GENERAL ELECTION,P
854409,11/02/2004,11/02/2004 - STATE GENERAL,P
854409,09/12/2006,09/12/2006 - STATE PRIMARY,P
854409,11/07/2006,11/07/2006 - STATE GENERAL,P
854409,08/07/2007,08/07/2007 - SPEC ELECT LEG DIST 28B,P
854409,11/04/2008,11/04/2008 - STATE GENERAL,P
854409,11/02/2010,11/02/2010 - STATE GENERAL,P
854409,11/08/2011,11/08/2011 - SD SPEC ELECT ISD 2172 - KENYON-WANAMINGO,P
850827,11/07/2000,STATE GENERAL,P
850827,11/03/1998,STATE GENERAL,P
850827,11/05/1996,STATE GENERAL,P
850827,11/05/1996,SCHOOL BOARD ELECTION,P
850827,11/07/1995,MUNICIPAL GENERAL,P
850827,11/08/1994,STATE GENERAL,P
850827,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
850827,11/07/2006,11/07/2006 - STATE GENERAL,P
850827,08/07/2007,08/07/2007 - SPEC ELECT LEG DIST 28B,P
850827,11/04/2008,11/04/2008 - STATE GENERAL,P
850827,08/10/2010,08/10/2010 - STATE PRIMARY,P
850827,11/02/2010,11/02/2010 - STATE GENERAL,P
850827,08/14/2012,08/14/2012 - STATE PRIMARY,A
850827,11/06/2012,11/06/2012 - STATE GENERAL,P
850827,11/04/2014,11/04/2014 - STATE GENERAL,P
850827,11/08/2016,11/08/2016 - STATE GENERAL,P
850827,11/06/2018,11/06/2018 - STATE GENERAL,P
850827,11/03/2020,11/03/2020 - STATE GENERAL,P
850827,11/08/2022,11/08/2022 - STATE GENERAL,P
850994,11/07/2000,STATE GENERAL,P
850994,11/03/1998,STATE GENERAL,P
850994,11/05/1996,STATE GENERAL,P
850994,11/07/1995,SCHOOL BOARD ELECTION,P
850994,11/08/1994,STATE GENERAL,P
850994,11/02/1993,SCHOOL BOARD ELECTION,P
850994,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
850994,11/07/2006,11/07/2006 - STATE GENERAL,P
850994,11/04/2008,11/04/2008 - STATE GENERAL,P
850994,11/02/2010,11/02/2010 - STATE GENERAL,P
850994,08/14/2012,08/14/2012 - STATE PRIMARY,P
850994,11/06/2012,11/06/2012 - STATE GENERAL,P
850994,03/11/2014,03/11/2014 - SD SPEC ELECT ISD 717 - JORDAN,P
850994,11/04/2014,11/04/2014 - STATE GENERAL,P
850994,11/08/2016,11/08/2016 - STATE GENERAL,A
850994,11/06/2018,11/06/2018 - STATE GENERAL,A
850994,11/05/2019,11/05/2019 - SD SPEC ELECT ISD 717 - JORDAN,P
850994,11/03/2020,11/03/2020 - STATE GENERAL,P
850994,11/08/2022,11/08/2022 - STATE GENERAL,P
851133,11/07/2000,STATE GENERAL,P
851133,09/15/1998,STATE PRIMARY ELECTION,P
851133,11/03/1998,STATE GENERAL,P
851133,12/31/1998,SPECIAL ELECTION,P
851133,09/10/1996,STATE PRIMARY ELECTION,P
851133,11/05/1996,STATE GENERAL,P
851133,09/13/1994,STATE PRIMARY ELECTION,P
851133,11/08/1994,STATE GENERAL,P
851133,11/02/1993,SCHOOL BOARD ELECTION,P
851133,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
851133,11/02/2004,11/02/2004 - STATE GENERAL,P
851133,11/07/2006,11/07/2006 - STATE GENERAL,P
851133,11/06/2007,11/06/2007 - SD SPEC ELECT ISD 252 - CANNON FALLS,P
851133,11/04/2008,11/04/2008 - STATE GENERAL,P
851133,11/02/2010,11/02/2010 - STATE GENERAL,P
851133,11/06/2012,11/06/2012 - STATE GENERAL,P
851133,11/04/2014,11/04/2014 - STATE GENERAL,P
851133,11/03/2015,11/03/2015 - SD SPEC ELECT ISD 252 - CANNON FALLS,P
851133,11/08/2016,11/08/2016 - STATE GENERAL,P
851133,08/14/2018,08/14/2018 - STATE PRIMARY,P
851133,11/06/2018,11/06/2018 - STATE GENERAL,P
851133,11/03/2020,11/03/2020 - STATE GENERAL,P
851988,11/02/2004,11/02/2004 - STATE GENERAL,P
851988,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
851988,11/07/2006,11/07/2006 - STATE GENERAL,P
851988,11/04/2008,11/04/2008 - STATE GENERAL,P
851988,11/02/2010,11/02/2010 - STATE GENERAL,P
851988,11/08/2011,11/08/2011 - SD SPEC ELECT ISD 252 - CANNON FALLS,P
851988,11/06/2012,11/06/2012 - STATE GENERAL,P
851988,11/04/2014,11/04/2014 - STATE GENERAL,P
851988,11/03/2015,11/03/2015 - SD SPEC ELECT ISD 252 - CANNON FALLS,P
851988,11/08/2016,11/08/2016 - STATE GENERAL,A
854264,11/04/2008,11/04/2008 - STATE GENERAL,P
854264,11/02/2010,11/02/2010 - STATE GENERAL,P
854264,11/06/2012,11/06/2012 - STATE GENERAL,P
854264,04/12/2016,04/12/2016 - SD SPEC ELECT ISD 256 - RED WING,P
854264,11/08/2016,11/08/2016 - STATE GENERAL,P
854264,11/03/2020,11/03/2020 - STATE GENERAL,A
854498,11/05/1996,SCHOOL BOARD ELECTION,P
854498,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
854498,12/12/2005,12/12/2005 - SD SPEC ELECT ISD 2134 - UNITED SOUTH CENTRAL,P
854498,11/07/2000,STATE GENERAL,P
854498,11/05/1996,STATE GENERAL,P
854498,11/04/2003,11/04/2003 GENERAL ELECTION,P
854498,11/02/1999,SCHOOL BOARD ELECTION,P
854498,11/03/2009,11/03/2009 - SD SPEC ELECT ISD 2805 - ZUMBROTA-MAZEPPA,P
854498,08/10/2010,08/10/2010 - STATE PRIMARY,P
854498,11/02/2010,11/02/2010 - STATE GENERAL,P
854498,11/06/2012,11/06/2012 - STATE GENERAL,P
854498,11/05/2013,11/05/2013 - SD SPEC ELECT ISD 2805 - ZUMBROTA-MAZEPPA,P
854498,11/04/2014,11/04/2014 - STATE GENERAL,P
854498,11/08/2016,11/08/2016 - STATE GENERAL,P
854498,11/06/2018,11/06/2018 - STATE GENERAL,P
854498,11/05/2019,11/05/2019 - SD SPEC ELECT ISD 2805 - ZUMBROTA-MAZEPPA,P
854498,11/03/2020,11/03/2020 - STATE GENERAL,P
854498,11/08/2022,11/08/2022 - STATE GENERAL,P
854622,11/03/1998,STATE GENERAL,P
854622,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
854622,11/02/2010,11/02/2010 - STATE GENERAL,P
854622,11/03/2009,11/03/2009 - SCHOOL DISTRICT GENERAL,P
854622,11/05/1996,STATE GENERAL,P
854622,11/07/1995,MUNICIPAL GENERAL,P
854622,11/02/2004,11/02/2004 - STATE GENERAL,P
854622,11/07/2000,STATE GENERAL,P
854622,12/17/2002,SD 256 SPECIAL ELECTION 12/17/2002,P
854622,11/07/2006,11/07/2006 - STATE GENERAL,P
854622,11/04/2008,11/04/2008 - STATE GENERAL,P
854622,11/03/2020,11/03/2020 - STATE GENERAL,A
854697,11/07/1995,MUNICIPAL GENERAL,P
854697,11/02/2004,11/02/2004 - STATE GENERAL,P
854697,11/04/2008,11/04/2008 - STATE GENERAL,P
854697,08/10/2010,08/10/2010 - STATE PRIMARY,P
854697,11/02/2010,11/02/2010 - STATE GENERAL,P
854697,11/06/2012,11/06/2012 - STATE GENERAL,P
854697,11/05/2013,11/05/2013 - SCHOOL DISTRICT GENERAL,P
854697,11/04/2014,11/04/2014 - STATE GENERAL,P
854697,11/03/2015,11/03/2015 - SCHOOL DISTRICT GENERAL,P
854697,11/08/2016,11/08/2016 - STATE GENERAL,A
854697,08/14/2018,08/14/2018 - STATE PRIMARY,P
854697,11/06/2018,11/06/2018 - STATE GENERAL,P
854697,11/05/2019,11/05/2019 - SCHOOL DISTRICT GENERAL,P
854697,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
854697,11/03/2020,11/03/2020 - STATE GENERAL,A
854697,11/02/2021,11/02/2021 - SCHOOL DISTRICT GENERAL,P
852091,11/02/2004,11/02/2004 - STATE GENERAL,P
852091,11/07/2000,STATE GENERAL,P
852091,09/10/1996,STATE PRIMARY ELECTION,P
852091,11/05/1996,STATE GENERAL,P
852091,11/04/2008,11/04/2008 - STATE GENERAL,P
852091,11/06/2012,11/06/2012 - STATE GENERAL,P
852091,11/05/1996,MUNICIPAL GENERAL,P
852091,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
852091,11/07/2006,11/07/2006 - STATE GENERAL,P
852091,11/02/2010,11/02/2010 - STATE GENERAL,P
852091,11/08/2016,11/08/2016 - STATE GENERAL,P
852091,08/14/2018,08/14/2018 - STATE PRIMARY,A
852091,11/06/2018,11/06/2018 - STATE GENERAL,A
852091,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,A
852091,08/11/2020,08/11/2020 - STATE PRIMARY,A
852091,11/03/2020,11/03/2020 - STATE GENERAL,A
852091,11/08/2022,11/08/2022 - STATE GENERAL,A
852052,08/11/2020,08/11/2020 - STATE PRIMARY,A
852052,11/03/2020,11/03/2020 - STATE GENERAL,A
852052,08/09/2022,08/09/2022 - STATE PRIMARY,A
852077,11/02/2004,11/02/2004 - STATE GENERAL,P
852077,09/12/2000,STATE PRIMARY ELECTION,P
852077,11/07/2000,STATE GENERAL,P
852077,09/15/1998,STATE PRIMARY ELECTION,P
852077,11/03/1998,STATE GENERAL,P
852077,11/05/1996,STATE GENERAL,P
852077,11/08/1994,STATE GENERAL,P
852077,11/06/2001,SCHOOL DISTRICT/MUNICIPAL ELECTION,P
852077,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
852077,11/07/2006,11/07/2006 - STATE GENERAL,P
852077,03/13/2007,03/13/2007 - TOWNSHIP ELECTION,P
852077,11/04/2008,11/04/2008 - STATE GENERAL,P
852077,11/02/2010,11/02/2010 - STATE GENERAL,P
852077,11/06/2012,11/06/2012 - STATE GENERAL,P
852077,11/04/2014,11/04/2014 - STATE GENERAL,P
852077,11/08/2016,11/08/2016 - STATE GENERAL,P
852077,08/14/2018,08/14/2018 - STATE PRIMARY,P
852077,11/06/2018,11/06/2018 - STATE GENERAL,P
852077,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
852077,08/11/2020,08/11/2020 - STATE PRIMARY,A
852077,11/03/2020,11/03/2020 - STATE GENERAL,A
852077,11/08/2022,11/08/2022 - STATE GENERAL,P
852119,11/02/2004,11/02/2004 - STATE GENERAL,P
852119,11/07/2000,STATE GENERAL,P
852119,11/02/1999,MUNICIPAL GENERAL,P
852119,11/03/1998,STATE GENERAL,P
852119,11/05/1996,STATE GENERAL,P
852119,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
852119,03/12/2002,"MARCH 12, 2002 TOWNSHIP ELECTION",P
852119,11/04/2008,11/04/2008 - STATE GENERAL,A
852119,11/02/2010,11/02/2010 - STATE GENERAL,P
852119,11/06/2012,11/06/2012 - STATE GENERAL,P
852119,11/04/2014,11/04/2014 - STATE GENERAL,P
852119,11/08/2016,11/08/2016 - STATE GENERAL,P
852119,08/14/2018,08/14/2018 - STATE PRIMARY,P
852119,11/06/2018,11/06/2018 - STATE GENERAL,P
852119,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
852119,11/03/2020,11/03/2020 - STATE GENERAL,A
852119,08/09/2022,08/09/2022 - STATE PRIMARY,P
852119,11/08/2022,11/08/2022 - STATE GENERAL,A
852304,11/07/2000,STATE GENERAL,P
852304,09/15/1998,STATE PRIMARY ELECTION,P
852304,11/03/1998,STATE GENERAL,P
852304,11/05/1996,STATE GENERAL,P
852304,09/13/1994,STATE PRIMARY ELECTION,P
852304,11/08/1994,STATE GENERAL,P
852304,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
852304,11/02/2004,11/02/2004 - STATE GENERAL,P
852304,09/12/2006,09/12/2006 - STATE PRIMARY,P
852304,11/07/2006,11/07/2006 - STATE GENERAL,P
852304,11/04/2008,11/04/2008 - STATE GENERAL,P
852304,08/10/2010,08/10/2010 - STATE PRIMARY,P
852304,11/02/2010,11/02/2010 - STATE GENERAL,P
852304,11/06/2012,11/06/2012 - STATE GENERAL,P
852304,11/04/2014,11/04/2014 - STATE GENERAL,P
852304,11/08/2016,11/08/2016 - STATE GENERAL,P
852304,08/14/2018,08/14/2018 - STATE PRIMARY,P
852304,11/06/2018,11/06/2018 - STATE GENERAL,P
852304,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
852304,08/11/2020,08/11/2020 - STATE PRIMARY,P
852304,11/03/2020,11/03/2020 - STATE GENERAL,P
852304,08/09/2022,08/09/2022 - STATE PRIMARY,P
852304,11/08/2022,11/08/2022 - STATE GENERAL,P
852362,11/05/1996,STATE GENERAL,P
852362,11/03/1998,STATE GENERAL,P
852362,11/06/2012,11/06/2012 - STATE GENERAL,P
852362,11/08/2016,11/08/2016 - STATE GENERAL,P
852362,11/06/2018,11/06/2018 - STATE GENERAL,P
852362,11/03/2020,11/03/2020 - STATE GENERAL,P
852362,08/09/2022,08/09/2022 - STATE PRIMARY,P
852362,11/08/2022,11/08/2022 - STATE GENERAL,P
851855,03/09/2004,03/09/2004 TOWNSHIP ELECTION,P
851855,11/02/2004,11/02/2004 - STATE GENERAL,P
851855,11/07/2000,STATE GENERAL,P
851855,11/05/1996,STATE GENERAL,P
851855,11/02/1993,SCHOOL BOARD ELECTION,P
851855,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
851855,11/07/2006,11/07/2006 - STATE GENERAL,P
851855,11/06/2007,11/06/2007 - SD SPEC ELECT ISD 252 - CANNON FALLS,P
851855,11/04/2008,11/04/2008 - STATE GENERAL,P
851855,11/02/2010,11/02/2010 - STATE GENERAL,P
851855,11/06/2012,11/06/2012 - STATE GENERAL,P
851855,11/08/2016,11/08/2016 - STATE GENERAL,P
851855,11/06/2018,11/06/2018 - STATE GENERAL,P
851855,11/03/2020,11/03/2020 - STATE GENERAL,P
854267,11/06/2001,SCHOOL DISTRICT/MUNICIPAL ELECTION,P
854267,11/07/2000,STATE GENERAL,P
854267,09/15/1998,STATE PRIMARY ELECTION,P
854267,11/03/1998,STATE GENERAL,P
854267,11/04/1997,SCHOOL BOARD ELECTION,P
854267,11/05/1996,STATE GENERAL,P
854267,11/05/1996,SCHOOL BOARD ELECTION,P
854267,11/07/1995,SCHOOL BOARD ELECTION,P
854267,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
854267,12/04/2001,"KENYON CITY QUESTION ELECTION DECEMBER 4, 2001",P
854267,11/04/2003,11/04/2003 GENERAL ELECTION,P
854267,11/02/2004,11/02/2004 - STATE GENERAL,P
854267,11/08/2005,11/08/2005 - SCHOOL DISTRICT GENERAL,P
854267,09/12/2006,09/12/2006 - STATE PRIMARY,P
854267,11/07/2006,11/07/2006 - STATE GENERAL,P
854267,11/04/2008,11/04/2008 - STATE GENERAL,P
854267,11/02/2010,11/02/2010 - STATE GENERAL,P
854267,11/06/2012,11/06/2012 - STATE GENERAL,P
854267,11/05/2013,11/05/2013 - SCHOOL DISTRICT GENERAL,P
854267,11/04/2014,11/04/2014 - STATE GENERAL,P
854267,11/03/2015,11/03/2015 - SCHOOL DISTRICT GENERAL,P
854267,11/08/2016,11/08/2016 - STATE GENERAL,A
854267,11/06/2018,11/06/2018 - STATE GENERAL,A
854267,11/05/2019,11/05/2019 - SCHOOL DISTRICT GENERAL,P
854267,08/11/2020,08/11/2020 - STATE PRIMARY,A
854267,11/03/2020,11/03/2020 - STATE GENERAL,A
854267,11/02/2021,11/02/2021 - SCHOOL DISTRICT GENERAL,A
854267,08/09/2022,08/09/2022 - STATE PRIMARY,P
854267,11/08/2022,11/08/2022 - STATE GENERAL,A
854267,05/09/2023,05/09/2023 - SD SPEC ELECT ISD 196 - ROSEMOUNT-APPLE VALLEY-EAGAN,A
854577,11/08/2016,11/08/2016 - STATE GENERAL,A
854577,11/06/2018,11/06/2018 - STATE GENERAL,A
854577,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
854577,11/03/2020,11/03/2020 - STATE GENERAL,A
854577,08/09/2022,08/09/2022 - STATE PRIMARY,P
854577,11/08/2022,11/08/2022 - STATE GENERAL,A
846564,08/10/2010,08/10/2010 - STATE PRIMARY,P
846564,11/02/2010,11/02/2010 - STATE GENERAL,P
846564,11/08/2011,11/08/2011 - SCHOOL DISTRICT GENERAL,P
846564,11/06/2012,11/06/2012 - STATE GENERAL,P
846564,11/04/2014,11/04/2014 - STATE GENERAL,P
846564,11/08/2016,11/08/2016 - STATE GENERAL,P
846564,11/06/2018,11/06/2018 - STATE GENERAL,P
846564,11/03/2020,11/03/2020 - STATE GENERAL,P
846564,11/08/2022,11/08/2022 - STATE GENERAL,P
849638,11/06/2007,11/06/2007 - SCHOOL DISTRICT GENERAL,P
849638,11/06/2012,11/06/2012 - STATE GENERAL,P
849638,09/12/2000,STATE PRIMARY ELECTION,P
849638,11/05/1996,STATE GENERAL,P
849638,11/04/2003,11/04/2003 GENERAL ELECTION,P
849638,11/07/2000,STATE GENERAL,P
849638,11/03/1998,STATE GENERAL,P
849638,11/06/2001,SCHOOL DISTRICT/MUNICIPAL ELECTION,P
849638,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
849638,05/10/2005,05/10/2005 - SD SPEC ELECT ISD 255 - PINE ISLAND,P
849638,11/07/2006,11/07/2006 - STATE GENERAL,P
849638,11/04/2008,11/04/2008 - STATE GENERAL,P
849638,08/09/2022,08/09/2022 - STATE PRIMARY,P
855171,11/07/2000,STATE GENERAL,P
855171,11/03/1998,STATE GENERAL,P
855171,11/05/1996,STATE GENERAL,P
855171,11/05/1996,SCHOOL BOARD ELECTION,P
855171,11/06/2001,SCHOOL DISTRICT/MUNICIPAL ELECTION,P
855171,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
855171,11/02/2004,11/02/2004 - STATE GENERAL,P
855171,11/04/2003,11/04/2003 GENERAL ELECTION,P
855171,11/07/2006,11/07/2006 - STATE GENERAL,P
855171,11/04/2008,11/04/2008 - STATE GENERAL,P
855171,11/08/2011,11/08/2011 - SD SPEC ELECT ISD 659 - NORTHFIELD,P
855171,11/06/2012,11/06/2012 - STATE GENERAL,P
855171,11/08/2016,11/08/2016 - STATE GENERAL,P
855171,11/06/2018,11/06/2018 - STATE GENERAL,P
855171,11/08/2022,11/08/2022 - STATE GENERAL,P
855404,11/04/2008,11/04/2008 - STATE GENERAL,P
855404,11/02/2004,11/02/2004 - STATE GENERAL,P
855404,11/03/1998,STATE GENERAL,P
855404,11/04/2014,11/04/2014 - STATE GENERAL,P
855404,11/08/2016,11/08/2016 - STATE GENERAL,P
855404,11/03/2020,11/03/2020 - STATE GENERAL,A
855564,09/14/2004,09/14/2004 - STATE PRIMARY,P
855564,11/02/2004,11/02/2004 - STATE GENERAL,P
855564,09/12/2000,STATE PRIMARY ELECTION,P
855564,11/07/2000,STATE GENERAL,P
855564,11/03/1998,STATE GENERAL,P
