VoterId,ElectionDate,ElectionDescription,VotingMethod
863054,11/06/2012,11/06/2012 - STATE GENERAL,P
863054,11/08/2016,11/08/2016 - STATE GENERAL,P
863054,11/06/2018,11/06/2018 - STATE GENERAL,P
863054,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
863054,11/03/2020,11/03/2020 - STATE GENERAL,A
870193,11/07/2000,STATE GENERAL,P
870193,11/03/1998,STATE GENERAL,P
853077,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
853077,11/04/2008,11/04/2008 - STATE GENERAL,P
853077,11/08/1994,SCHOOL BOARD ELECTION,P
853077,11/05/1996,SCHOOL BOARD ELECTION,P
853077,11/06/2012,11/06/2012 - STATE GENERAL,P
853077,11/03/2015,11/03/2015 - SCHOOL DISTRICT GENERAL,P
853077,11/08/2016,11/08/2016 - STATE GENERAL,P
853077,11/07/2017,11/07/2017 - SCHOOL DISTRICT GENERAL,A
853077,08/14/2018,08/14/2018 - STATE PRIMARY,P
853077,11/06/2018,11/06/2018 - STATE GENERAL,A
853077,11/05/2019,11/05/2019 - SPEC ELECT CITYWIDE COTTAGE GROVE,P
853077,11/03/2020,11/03/2020 - STATE GENERAL,A
853077,11/02/2021,11/02/2021 - SPEC ELECT MCD COTTAGE GROVE,A
853077,08/09/2022,08/09/2022 - STATE PRIMARY,A
853077,11/08/2022,11/08/2022 - STATE GENERAL,A
853161,11/02/2004,11/02/2004 - STATE GENERAL,P
853161,09/12/2000,STATE PRIMARY ELECTION,P
853161,11/07/2000,STATE GENERAL,P
853161,11/03/1998,STATE GENERAL,P
853161,09/10/1996,STATE PRIMARY ELECTION,P
853161,11/05/1996,STATE GENERAL,P
853161,09/13/1994,STATE PRIMARY ELECTION,P
853161,11/08/1994,STATE GENERAL,P
853161,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
853161,09/10/2002,09-10-02 STATE PRIMARY,P
853161,09/12/2006,09/12/2006 - STATE PRIMARY,P
853161,11/07/2006,11/07/2006 - STATE GENERAL,P
853161,11/04/2008,11/04/2008 - STATE GENERAL,P
853161,11/06/2012,11/06/2012 - STATE GENERAL,P
853161,06/11/2013,06/11/2013 - SPEC ELECT CITYWIDE RED WING,P
853161,11/08/2016,11/08/2016 - STATE GENERAL,P
853161,11/06/2018,11/06/2018 - STATE GENERAL,P
853161,08/11/2020,08/11/2020 - STATE PRIMARY,P
853161,11/03/2020,11/03/2020 - STATE GENERAL,P
853161,08/09/2022,08/09/2022 - STATE PRIMARY,P
853161,11/08/2022,11/08/2022 - STATE GENERAL,P
858273,09/12/2000,STATE PRIMARY ELECTION,P
858273,11/07/2000,STATE GENERAL,P
858273,11/02/1999,SCHOOL BOARD ELECTION,P
858273,09/15/1998,STATE PRIMARY ELECTION,P
858273,11/03/1998,STATE GENERAL,P
858273,11/03/1998,SCHOOL BOARD ELECTION,P
858273,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
858273,11/06/2001,SCHOOL DISTRICT/MUNICIPAL ELECTION,P
858273,12/09/2003,12/09/2003 SCHOOL DISTRICT 256 SPECIAL ELECTION,P
858273,12/17/2002,SD 256 SPECIAL ELECTION 12/17/2002,P
858273,11/04/2003,11/04/2003 GENERAL ELECTION,P
858273,09/10/2002,09-10-02 STATE PRIMARY,P
858273,09/13/2005,09/13/2005 - SCHOOL DISTRICT PRIMARY,P
858273,11/08/2005,11/08/2005 - SCHOOL DISTRICT GENERAL,P
858273,09/12/2006,09/12/2006 - STATE PRIMARY,P
858273,11/07/2006,11/07/2006 - STATE GENERAL,P
858273,11/04/2008,11/04/2008 - STATE GENERAL,P
858273,08/10/2010,08/10/2010 - STATE PRIMARY,P
858273,11/02/2010,11/02/2010 - STATE GENERAL,P
858273,11/06/2012,11/06/2012 - STATE GENERAL,P
858273,11/05/2013,11/05/2013 - SCHOOL DISTRICT GENERAL,P
858273,11/04/2014,11/04/2014 - STATE GENERAL,P
858273,11/03/2015,11/03/2015 - SCHOOL DISTRICT GENERAL,P
858273,08/09/2016,08/09/2016 - STATE PRIMARY,P
858273,11/08/2016,11/08/2016 - STATE GENERAL,P
858273,11/07/2017,11/07/2017 - SCHOOL DISTRICT GENERAL,P
858273,08/14/2018,08/14/2018 - STATE PRIMARY,P
858273,11/06/2018,11/06/2018 - STATE GENERAL,P
858273,11/05/2019,11/05/2019 - SCHOOL DISTRICT GENERAL,P
858273,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
858273,08/11/2020,08/11/2020 - STATE PRIMARY,P
858273,11/03/2020,11/03/2020 - STATE GENERAL,P
858273,11/02/2021,11/02/2021 - SCHOOL DISTRICT GENERAL,P
858273,11/08/2022,11/08/2022 - STATE GENERAL,P
858273,05/09/2023,05/09/2023 - SD SPEC ELECT ISD 196 - ROSEMOUNT-APPLE VALLEY-EAGAN,P
858358,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
858358,11/04/2008,11/04/2008 - STATE GENERAL,P
858358,11/06/2012,11/06/2012 - STATE GENERAL,P
858358,11/08/2016,11/08/2016 - STATE GENERAL,P
858358,11/06/2018,11/06/2018 - STATE GENERAL,P
858358,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
858358,08/11/2020,08/11/2020 - STATE PRIMARY,P
858358,11/03/2020,11/03/2020 - STATE GENERAL,A
858358,08/09/2022,08/09/2022 - STATE PRIMARY,P
858358,11/08/2022,11/08/2022 - STATE GENERAL,P
862831,11/02/2004,11/02/2004 - STATE GENERAL,P
862831,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
862831,11/07/2000,STATE GENERAL,P
862831,12/17/2002,SD 256 SPECIAL ELECTION 12/17/2002,P
862831,11/07/2006,11/07/2006 - STATE GENERAL,P
862831,09/09/2008,09/09/2008 - STATE PRIMARY,P
862831,11/04/2008,11/04/2008 - STATE GENERAL,P
862831,08/10/2010,08/10/2010 - STATE PRIMARY,P
862831,11/02/2010,11/02/2010 - STATE GENERAL,A
862831,11/06/2012,11/06/2012 - STATE GENERAL,P
862831,08/12/2014,08/12/2014 - STATE PRIMARY,P
862831,11/04/2014,11/04/2014 - STATE GENERAL,P
862831,11/08/2016,11/08/2016 - STATE GENERAL,A
862831,11/07/2017,11/07/2017 - SCHOOL DISTRICT GENERAL,P
862831,02/12/2018,02/12/2018 - SPEC ELECT SEN DIST 54,P
862831,08/14/2018,08/14/2018 - STATE PRIMARY,P
862831,11/06/2018,11/06/2018 - STATE GENERAL,P
862831,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
862831,08/11/2020,08/11/2020 - STATE PRIMARY,A
862831,11/03/2020,11/03/2020 - STATE GENERAL,A
862831,11/02/2021,11/02/2021 - SCHOOL DISTRICT GENERAL,P
862831,08/09/2022,08/09/2022 - STATE PRIMARY,A
862831,11/08/2022,11/08/2022 - STATE GENERAL,A
862894,11/07/2000,STATE GENERAL,P
862894,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
862894,11/02/2004,11/02/2004 - STATE GENERAL,P
862894,11/04/2008,11/04/2008 - STATE GENERAL,P
862894,11/06/2012,11/06/2012 - STATE GENERAL,P
862894,11/08/2016,11/08/2016 - STATE GENERAL,P
862894,11/03/2020,11/03/2020 - STATE GENERAL,P
857174,11/03/1998,STATE GENERAL,P
857174,11/05/1996,STATE GENERAL,P
857174,11/02/2004,11/02/2004 - STATE GENERAL,P
857174,03/11/2003,03/11/2003 TOWNSHIP ELECTION,P
857174,03/14/2006,03/14/2006 - TOWNSHIP ELECTION,P
857174,11/07/2006,11/07/2006 - STATE GENERAL,P
857174,11/06/2007,11/06/2007 - SCHOOL DISTRICT GENERAL,P
857174,06/03/2008,06/03/2008 - SD SPEC ELECT ISD 200 - HASTINGS,P
857174,11/04/2008,11/04/2008 - STATE GENERAL,P
857174,11/03/2009,11/03/2009 - SCHOOL DISTRICT GENERAL,P
857174,08/10/2010,08/10/2010 - STATE PRIMARY,P
857174,11/02/2010,11/02/2010 - STATE GENERAL,P
857174,11/08/2011,11/08/2011 - SCHOOL DISTRICT GENERAL,P
857174,08/14/2012,08/14/2012 - STATE PRIMARY,P
857174,11/06/2012,11/06/2012 - STATE GENERAL,P
857174,11/04/2014,11/04/2014 - STATE GENERAL,P
857174,11/08/2016,11/08/2016 - STATE GENERAL,A
857174,11/07/2017,11/07/2017 - SCHOOL DISTRICT GENERAL,P
857174,02/12/2018,02/12/2018 - SPEC ELECT SEN DIST 54,P
857174,11/06/2018,11/06/2018 - STATE GENERAL,A
857174,11/03/2020,11/03/2020 - STATE GENERAL,A
857174,11/08/2022,11/08/2022 - STATE GENERAL,P
857254,11/07/2000,STATE GENERAL,P
857254,11/03/1998,STATE GENERAL,P
857254,11/05/1996,STATE GENERAL,P
857254,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
857254,11/02/2004,11/02/2004 - STATE GENERAL,P
857254,11/07/2006,11/07/2006 - STATE GENERAL,P
857254,11/04/2008,11/04/2008 - STATE GENERAL,P
857254,11/06/2012,11/06/2012 - STATE GENERAL,P
857254,11/08/2016,11/08/2016 - STATE GENERAL,A
857254,11/06/2018,11/06/2018 - STATE GENERAL,P
857254,11/03/2020,11/03/2020 - STATE GENERAL,A
857254,11/08/2022,11/08/2022 - STATE GENERAL,P
857280,11/03/1998,STATE GENERAL,P
857280,11/05/1996,STATE GENERAL,P
857280,11/02/2004,11/02/2004 - STATE GENERAL,P
857280,03/08/2005,03/08/2005 - TOWNSHIP ELECTION,P
857280,09/12/2006,09/12/2006 - STATE PRIMARY,P
857280,11/07/2006,11/07/2006 - STATE GENERAL,P
857280,03/13/2007,03/13/2007 - TOWNSHIP ELECTION,P
857280,11/04/2008,11/04/2008 - STATE GENERAL,P
857280,08/10/2010,08/10/2010 - STATE PRIMARY,P
857280,11/02/2010,11/02/2010 - STATE GENERAL,P
857280,08/14/2012,08/14/2012 - STATE PRIMARY,P
857280,11/06/2012,11/06/2012 - STATE GENERAL,P
857280,11/04/2014,11/04/2014 - STATE GENERAL,P
857280,11/08/2016,11/08/2016 - STATE GENERAL,P
857280,08/14/2018,08/14/2018 - STATE PRIMARY,A
857280,11/06/2018,11/06/2018 - STATE GENERAL,P
857280,11/03/2020,11/03/2020 - STATE GENERAL,A
857280,11/08/2022,11/08/2022 - STATE GENERAL,P
861910,11/02/2004,11/02/2004 - STATE GENERAL,A
861910,11/07/2000,STATE GENERAL,P
861910,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
861910,11/03/2020,11/03/2020 - STATE GENERAL,P
859310,11/03/1998,STATE GENERAL,P
859310,11/07/2000,STATE GENERAL,P
859310,06/03/2008,06/03/2008 - SD SPEC ELECT ISD 200 - HASTINGS,P
859310,11/04/2008,11/04/2008 - STATE GENERAL,P
859310,03/12/2013,03/12/2013 - TOWNSHIP ELECTION,P
859310,03/08/2016,03/08/2016 - TOWNSHIP ELECTION,P
859310,11/08/2016,11/08/2016 - STATE GENERAL,P
859310,11/03/2020,11/03/2020 - STATE GENERAL,P
865012,11/07/2000,STATE GENERAL,P
865012,11/06/2018,11/06/2018 - STATE GENERAL,P
865012,11/03/2020,11/03/2020 - STATE GENERAL,P
802563,12/05/2023,12/05/2023 - SPEC ELECT LEG DIST 52B,A
893170,12/05/2023,12/05/2023 - SPEC ELECT LEG DIST 52B,P
864273,11/07/2000,STATE GENERAL,P
864273,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
864273,11/02/2004,11/02/2004 - STATE GENERAL,P
864273,11/07/2006,11/07/2006 - STATE GENERAL,P
864273,11/04/2008,11/04/2008 - STATE GENERAL,P
864273,11/02/2010,11/02/2010 - STATE GENERAL,P
864273,11/06/2012,11/06/2012 - STATE GENERAL,P
864273,11/04/2014,11/04/2014 - STATE GENERAL,P
864273,11/08/2016,11/08/2016 - STATE GENERAL,P
864273,08/14/2018,08/14/2018 - STATE PRIMARY,P
864273,11/06/2018,11/06/2018 - STATE GENERAL,P
864273,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,A
864273,11/03/2020,11/03/2020 - STATE GENERAL,A
864273,11/02/2021,11/02/2021 - SCHOOL DISTRICT GENERAL,A
864273,08/09/2022,08/09/2022 - STATE PRIMARY,A
864273,11/08/2022,11/08/2022 - STATE GENERAL,A
862980,11/02/2004,11/02/2004 - STATE GENERAL,P
862980,11/07/2000,STATE GENERAL,P
862980,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
862980,11/04/2008,11/04/2008 - STATE GENERAL,P
862980,11/06/2012,11/06/2012 - STATE GENERAL,P
862980,11/04/2014,11/04/2014 - STATE GENERAL,P
862980,11/08/2016,11/08/2016 - STATE GENERAL,P
862980,11/06/2018,11/06/2018 - STATE GENERAL,P
862980,11/03/2020,11/03/2020 - STATE GENERAL,P
862980,11/08/2022,11/08/2022 - STATE GENERAL,P
862981,11/07/2006,11/07/2006 - STATE GENERAL,P
862981,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
862981,11/04/2008,11/04/2008 - STATE GENERAL,P
862981,11/07/2000,STATE GENERAL,P
862981,11/06/2012,11/06/2012 - STATE GENERAL,P
862981,11/04/2014,11/04/2014 - STATE GENERAL,P
862981,08/09/2016,08/09/2016 - STATE PRIMARY,P
862981,11/08/2016,11/08/2016 - STATE GENERAL,P
862981,08/14/2018,08/14/2018 - STATE PRIMARY,P
862981,11/06/2018,11/06/2018 - STATE GENERAL,P
862981,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
862981,08/11/2020,08/11/2020 - STATE PRIMARY,P
862981,11/03/2020,11/03/2020 - STATE GENERAL,P
862981,11/08/2022,11/08/2022 - STATE GENERAL,P
863036,11/03/2020,11/03/2020 - STATE GENERAL,A
863036,11/06/2012,11/06/2012 - STATE GENERAL,A
863036,11/07/2000,STATE GENERAL,P
863036,11/08/2022,11/08/2022 - STATE GENERAL,A
863423,11/07/2000,STATE GENERAL,P
863423,11/04/2003,11/04/2003 GENERAL ELECTION,P
863423,11/03/2020,11/03/2020 - STATE GENERAL,A
863638,11/07/2000,STATE GENERAL,P
863638,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
863638,11/07/2000,STATE GENERAL,P
863638,11/02/2004,11/02/2004 - STATE GENERAL,P
863638,11/07/2006,11/07/2006 - STATE GENERAL,P
863638,11/04/2008,11/04/2008 - STATE GENERAL,P
863638,11/06/2012,11/06/2012 - STATE GENERAL,A
863638,11/08/2016,11/08/2016 - STATE GENERAL,A
863638,11/06/2018,11/06/2018 - STATE GENERAL,P
863638,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
863638,11/03/2020,11/03/2020 - STATE GENERAL,A
863638,11/08/2022,11/08/2022 - STATE GENERAL,P
863705,11/07/2000,STATE GENERAL,P
863705,11/07/2006,11/07/2006 - STATE GENERAL,P
863705,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
863705,11/02/2004,11/02/2004 - STATE GENERAL,P
863705,11/04/2008,11/04/2008 - STATE GENERAL,P
863705,01/26/2010,01/26/2010 - SPEC ELECT SEN DIST 26,P
863705,08/10/2010,08/10/2010 - STATE PRIMARY,P
863705,11/02/2010,11/02/2010 - STATE GENERAL,P
863705,11/06/2012,11/06/2012 - STATE GENERAL,P
863705,11/04/2014,11/04/2014 - STATE GENERAL,P
863705,08/09/2016,08/09/2016 - STATE PRIMARY,P
863705,11/08/2016,11/08/2016 - STATE GENERAL,A
863705,08/14/2018,08/14/2018 - STATE PRIMARY,P
863705,11/06/2018,11/06/2018 - STATE GENERAL,A
863705,11/03/2020,11/03/2020 - STATE GENERAL,A
863705,08/09/2022,08/09/2022 - STATE PRIMARY,A
863705,11/08/2022,11/08/2022 - STATE GENERAL,A
863722,11/07/2000,STATE GENERAL,P
863722,11/04/2008,11/04/2008 - STATE GENERAL,P
863722,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
863722,11/06/2012,11/06/2012 - STATE GENERAL,P
863722,11/08/2016,11/08/2016 - STATE GENERAL,P
863722,08/14/2018,08/14/2018 - STATE PRIMARY,P
863722,11/06/2018,11/06/2018 - STATE GENERAL,P
863722,11/03/2020,11/03/2020 - STATE GENERAL,P
863722,11/08/2022,11/08/2022 - STATE GENERAL,P
863723,11/08/2005,11/08/2005 - SD SPEC ELECT ISD 656 - FARIBAULT,P
863723,11/07/2000,STATE GENERAL,P
863723,11/02/2004,11/02/2004 - STATE GENERAL,P
863864,12/17/2002,SD 256 SPECIAL ELECTION 12/17/2002,P
863864,11/07/2000,STATE GENERAL,P
863864,11/08/2016,11/08/2016 - STATE GENERAL,P
863864,11/03/2020,11/03/2020 - STATE GENERAL,P
861282,11/04/2008,11/04/2008 - STATE GENERAL,P
861282,11/02/2010,11/02/2010 - STATE GENERAL,P
861282,11/06/2012,11/06/2012 - STATE GENERAL,P
861282,11/04/2014,11/04/2014 - STATE GENERAL,P
861282,08/09/2016,08/09/2016 - STATE PRIMARY,P
861282,11/08/2016,11/08/2016 - STATE GENERAL,P
861282,11/06/2018,11/06/2018 - STATE GENERAL,P
861282,11/03/2020,11/03/2020 - STATE GENERAL,A
861282,11/02/2021,11/02/2021 - SD SPEC ELECT ISD 191 - BURNSVILLE,P
861282,11/08/2022,11/08/2022 - STATE GENERAL,P
861525,11/06/2001,SCHOOL DISTRICT/MUNICIPAL ELECTION,P
861525,11/07/2000,STATE GENERAL,P
861525,11/02/1999,SCHOOL BOARD ELECTION,P
861525,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
861525,11/04/2003,11/04/2003 GENERAL ELECTION,P
861525,11/02/2004,11/02/2004 - STATE GENERAL,P
861525,11/08/2005,11/08/2005 - SD SPEC ELECT ISD 2805 - ZUMBROTA-MAZEPPA,P
861525,11/07/2006,11/07/2006 - STATE GENERAL,P
861525,11/04/2008,11/04/2008 - STATE GENERAL,P
861525,11/02/2010,11/02/2010 - STATE GENERAL,P
861525,11/06/2012,11/06/2012 - STATE GENERAL,P
861525,11/04/2014,11/04/2014 - STATE GENERAL,P
861525,11/08/2016,11/08/2016 - STATE GENERAL,P
861525,11/06/2018,11/06/2018 - STATE GENERAL,P
861525,11/03/2020,11/03/2020 - STATE GENERAL,P
861525,11/08/2022,11/08/2022 - STATE GENERAL,P
858421,11/08/2016,11/08/2016 - STATE GENERAL,P
858421,11/07/2017,11/07/2017 - SCHOOL DISTRICT GENERAL,P
858421,02/12/2018,02/12/2018 - SPEC ELECT SEN DIST 54,P
858421,08/14/2018,08/14/2018 - STATE PRIMARY,P
858421,11/06/2018,11/06/2018 - STATE GENERAL,P
858421,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
858421,11/03/2020,11/03/2020 - STATE GENERAL,P
858421,11/02/2021,11/02/2021 - SCHOOL DISTRICT GENERAL,P
858421,11/08/2022,11/08/2022 - STATE GENERAL,P
862900,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
862900,11/02/2004,11/02/2004 - STATE GENERAL,P
862900,11/04/2008,11/04/2008 - STATE GENERAL,P
862900,11/02/2010,11/02/2010 - STATE GENERAL,P
862900,11/06/2012,11/06/2012 - STATE GENERAL,P
862900,11/04/2014,11/04/2014 - STATE GENERAL,P
863961,11/07/2006,11/07/2006 - STATE GENERAL,P
863961,11/06/2007,11/06/2007 - SCHOOL DISTRICT GENERAL,P
863961,11/04/2008,11/04/2008 - STATE GENERAL,P
863961,08/10/2010,08/10/2010 - STATE PRIMARY,P
863961,11/02/2010,11/02/2010 - STATE GENERAL,P
863961,11/06/2012,11/06/2012 - STATE GENERAL,P
863961,11/04/2014,11/04/2014 - STATE GENERAL,P
863961,05/05/2015,05/05/2015 - SD SPEC ELECT ISD 721 - NEW PRAGUE AREA,P
863961,08/09/2016,08/09/2016 - STATE PRIMARY,P
863961,11/08/2016,11/08/2016 - STATE GENERAL,P
863961,11/07/2017,11/07/2017 - SD SPEC ELECT ISD 721 - NEW PRAGUE AREA,P
863961,08/14/2018,08/14/2018 - STATE PRIMARY,P
863961,11/06/2018,11/06/2018 - STATE GENERAL,P
863961,11/03/2020,11/03/2020 - STATE GENERAL,P
863961,11/08/2022,11/08/2022 - STATE GENERAL,P
863971,11/07/2000,STATE GENERAL,P
863971,03/11/2003,03/11/2003 TOWNSHIP ELECTION,A
863971,11/04/2008,11/04/2008 - STATE GENERAL,P
863971,11/06/2012,11/06/2012 - STATE GENERAL,P
863971,11/08/2016,11/08/2016 - STATE GENERAL,P
863971,08/14/2018,08/14/2018 - STATE PRIMARY,P
863971,11/06/2018,11/06/2018 - STATE GENERAL,P
863971,11/03/2020,11/03/2020 - STATE GENERAL,A
863977,11/07/2000,STATE GENERAL,P
863977,11/02/2004,11/02/2004 - STATE GENERAL,P
863977,11/07/2006,11/07/2006 - STATE GENERAL,P
863977,11/04/2008,11/04/2008 - STATE GENERAL,P
863977,11/02/2010,11/02/2010 - STATE GENERAL,P
863977,11/06/2012,11/06/2012 - STATE GENERAL,P
863977,11/04/2014,11/04/2014 - STATE GENERAL,P
863977,11/08/2016,11/08/2016 - STATE GENERAL,P
863977,11/06/2018,11/06/2018 - STATE GENERAL,A
863977,11/03/2020,11/03/2020 - STATE GENERAL,P
863977,11/08/2022,11/08/2022 - STATE GENERAL,A
864078,11/07/2000,STATE GENERAL,P
864078,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
864078,11/02/2004,11/02/2004 - STATE GENERAL,P
864078,11/07/2000,STATE GENERAL,P
864078,11/07/2006,11/07/2006 - STATE GENERAL,P
864078,01/03/2008,01/03/2008 - SPEC ELECT SEN DIST 25,P
864078,11/04/2008,11/04/2008 - STATE GENERAL,P
864078,11/02/2010,11/02/2010 - STATE GENERAL,P
864078,11/08/2011,11/08/2011 - SD SPEC ELECT ISD 659 - NORTHFIELD,P
864078,11/06/2012,11/06/2012 - STATE GENERAL,P
864078,11/04/2014,11/04/2014 - STATE GENERAL,P
864078,11/08/2016,11/08/2016 - STATE GENERAL,P
864078,11/07/2017,11/07/2017 - SPEC ELECT CITYWIDE NORTHFIELD,P
864078,08/14/2018,08/14/2018 - STATE PRIMARY,P
864078,11/06/2018,11/06/2018 - STATE GENERAL,P
864078,08/11/2020,08/11/2020 - STATE PRIMARY,P
864078,11/03/2020,11/03/2020 - STATE GENERAL,P
864078,08/09/2022,08/09/2022 - STATE PRIMARY,P
864078,11/08/2022,11/08/2022 - STATE GENERAL,P
864120,11/07/2000,STATE GENERAL,P
864120,11/08/2016,11/08/2016 - STATE GENERAL,P
864120,11/08/2022,11/08/2022 - STATE GENERAL,P
853161,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
869924,09/12/2000,STATE PRIMARY ELECTION,P
869924,11/07/2000,STATE GENERAL,P
869924,11/02/2004,11/02/2004 - STATE GENERAL,P
869924,11/07/2006,11/07/2006 - STATE GENERAL,P
869924,11/04/2008,11/04/2008 - STATE GENERAL,P
869924,11/02/2010,11/02/2010 - STATE GENERAL,P
869924,11/06/2012,11/06/2012 - STATE GENERAL,P
869924,11/04/2014,11/04/2014 - STATE GENERAL,P
869924,11/08/2016,11/08/2016 - STATE GENERAL,P
869924,11/06/2018,11/06/2018 - STATE GENERAL,A
869924,11/03/2020,11/03/2020 - STATE GENERAL,P
869924,11/08/2022,11/08/2022 - STATE GENERAL,P
870208,11/04/2008,11/04/2008 - STATE GENERAL,P
870208,11/07/2006,11/07/2006 - STATE GENERAL,P
870208,11/04/2003,11/04/2003 GENERAL ELECTION,P
870208,11/06/2001,2001 CITY/SCHOOL DISTRICT,P
870208,11/02/2010,11/02/2010 - STATE GENERAL,P
870208,11/02/2004,11/02/2004 - STATE GENERAL,P
870208,11/08/1994,STATE GENERAL,P
870208,11/07/2000,STATE GENERAL,P
870208,11/07/1995,SCHOOL BOARD ELECTION,P
870208,11/05/1996,STATE GENERAL,P
870208,11/03/1998,STATE GENERAL,P
870208,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
870208,05/16/2001,2001 EDINA SPECIAL ELECTION (5/16/2001),P
870208,11/06/2012,11/06/2012 - STATE GENERAL,P
870208,11/03/2020,11/03/2020 - STATE GENERAL,A
870267,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
870267,09/14/2004,09/14/2004 - STATE PRIMARY,P
870267,09/12/2000,STATE PRIMARY ELECTION,P
870267,11/07/2000,STATE GENERAL,P
870267,09/15/1998,STATE PRIMARY ELECTION,P
870267,11/03/1998,STATE GENERAL,P
870267,11/05/1996,STATE GENERAL,P
870267,11/08/1994,STATE GENERAL,P
870267,11/06/2001,2001 CITY/SCHOOL DISTRICT,P
870267,11/02/2004,11/02/2004 - STATE GENERAL,P
870267,09/10/2002,09-10-02 STATE PRIMARY,P
870267,09/12/2006,09/12/2006 - STATE PRIMARY,P
870267,11/07/2006,11/07/2006 - STATE GENERAL,P
870267,11/06/2007,11/06/2007 - SCHOOL DISTRICT GENERAL,P
870267,09/09/2008,09/09/2008 - STATE PRIMARY,P
870267,11/04/2008,11/04/2008 - STATE GENERAL,A
870267,11/03/2009,11/03/2009 - SCHOOL DISTRICT GENERAL,P
870267,08/10/2010,08/10/2010 - STATE PRIMARY,P
870267,11/02/2010,11/02/2010 - STATE GENERAL,P
870267,11/08/2011,11/08/2011 - SCHOOL DISTRICT GENERAL,P
870267,08/14/2012,08/14/2012 - STATE PRIMARY,P
870267,11/06/2012,11/06/2012 - STATE GENERAL,P
870267,11/05/2013,11/05/2013 - SPEC ELECT CITYWIDE COON RAPIDS,P
870267,08/12/2014,08/12/2014 - STATE PRIMARY,P
870267,11/04/2014,11/04/2014 - STATE GENERAL,P
870267,11/08/2016,11/08/2016 - STATE GENERAL,A
870267,11/07/2017,11/07/2017 - MUNICIPAL GENERAL,P
870267,08/14/2018,08/14/2018 - STATE PRIMARY,P
870267,11/06/2018,11/06/2018 - STATE GENERAL,P
870267,11/05/2019,11/05/2019 - MUNICIPAL GENERAL,P
870267,08/11/2020,08/11/2020 - STATE PRIMARY,A
870267,11/03/2020,11/03/2020 - STATE GENERAL,A
870267,11/08/2022,11/08/2022 - STATE GENERAL,A
870460,11/07/2000,STATE GENERAL,P
870460,11/05/1996,STATE GENERAL,P
870460,11/06/2018,11/06/2018 - STATE GENERAL,P
870460,11/02/2010,11/02/2010 - STATE GENERAL,P
870460,11/06/2012,11/06/2012 - STATE GENERAL,P
870460,11/08/2016,11/08/2016 - STATE GENERAL,P
870460,11/04/2014,11/04/2014 - STATE GENERAL,P
870460,11/03/2020,11/03/2020 - STATE GENERAL,P
849438,09/12/2006,09/12/2006 - STATE PRIMARY,P
849438,11/07/2006,11/07/2006 - STATE GENERAL,P
849438,09/09/2008,09/09/2008 - STATE PRIMARY,P
849438,11/04/2008,11/04/2008 - STATE GENERAL,P
849438,08/10/2010,08/10/2010 - STATE PRIMARY,P
849438,11/02/2010,11/02/2010 - STATE GENERAL,P
849438,02/08/2011,02/08/2011 - SPEC ELECT CITYWIDE RED WING,P
849438,11/06/2012,11/06/2012 - STATE GENERAL,P
849438,06/11/2013,06/11/2013 - SPEC ELECT CITYWIDE RED WING,P
849438,11/04/2014,11/04/2014 - STATE GENERAL,P
849438,04/12/2016,04/12/2016 - SD SPEC ELECT ISD 256 - RED WING,A
849438,08/09/2016,08/09/2016 - STATE PRIMARY,P
849438,11/08/2016,11/08/2016 - STATE GENERAL,P
849438,11/07/2017,11/07/2017 - SD SPEC ELECT ISD 256 - RED WING,P
849438,08/14/2018,08/14/2018 - STATE PRIMARY,A
849438,11/06/2018,11/06/2018 - STATE GENERAL,A
849438,08/11/2020,08/11/2020 - STATE PRIMARY,A
849438,11/03/2020,11/03/2020 - STATE GENERAL,A
849438,08/09/2022,08/09/2022 - STATE PRIMARY,P
849438,11/08/2022,11/08/2022 - STATE GENERAL,P
